Vuln ID,Rule ID,Group ID,STIG ID,Title,Severity,Check Text,Fix Text,CCI References,References,Tags,Raw ID
V-221581,SV-221581r961128_rule,V-221581,DTBC-0039,Browser history must be saved.,medium,"Universal method: 1. In the omnibox (address bar) type chrome://policy 2. If the policy 'SavingBrowserHistoryDisabled' is not shown or is not set to false, then this is a finding. Windows method: 1. Start regedit 2. Navigate to HKLM\Software\Policies\Google\Chrome\ 3. If the SavingBrowserHistoryDisabled value name does not exist or its value data is not set to 0, then this is a finding.",Windows group policy: 1. Open the group policy editor tool with gpedit.msc 2. Navigate to Policy Path: Computer Configuration\Administrative Templates\Google\Google Chrome\ Policy Name: Disable saving browser history Policy State: Disabled Policy Value: N/A,CCI-001199,"DPMS Target Google Chrome Current Windows | DISA | DPMS Target | Google Chrome Current Windows | 4081; Documentable: false; FalseNegatives:; FalsePositives:; Mitigations:; SeverityOverrideGuidance:; VulnDiscussion: This policy disables saving browser history in Google Chrome and prevents users from changing this setting. If this setting is enabled, browsing history is not saved. If this setting is disabled or not set, browsing history is saved.",IAM; Windows; GPO; Registry; Browser Security,SV-221581r961128_rule
V-221584,SV-221584r961683_rule,V-221584,DTBC-0050,The version of Google Chrome running on the system must be a supported version.,medium,"Universal method: 1. In the omnibox (address bar) type chrome://settings/help 2. Cross-reference the build information displayed with the Google Chrome site to identify, at minimum, the oldest supported build available. As of July 2019, this is 74.x.x. 3. If the installed version of Chrome is not supported by Google, this is a finding.",Install a supported version of Google Chrome.,CCI-002605,DPMS Target Google Chrome Current Windows | DISA | DPMS Target | Google Chrome Current Windows | 4081; Documentable: false; FalseNegatives:; FalsePositives:; Mitigations:; SeverityOverrideGuidance:; VulnDiscussion: Google Chrome is being continually updated by the vendor in order to address identified security vulnerabilities. Running an older version of the browser can introduce security vulnerabilities to the system.,Windows; Browser Security,SV-221584r961683_rule
V-221586,SV-221586r960879_rule,V-221586,DTBC-0052,Deletion of browser history must be disabled.,medium,"Universal method: 1. In the omnibox (address bar) type chrome://policy 2. If the policy ""AllowDeletingBrowserHistory"" is not shown or is not set to false, this is a finding. Windows method: 1. Start regedit 2. Navigate to HKLM\Software\Policies\Google\Chrome\ 3. If the ""AllowDeletingBrowserHistory"" value name does not exist or its value data is not set to ""0"", this is a finding.",Windows group policy: 1. Open the group policy editor tool with gpedit.msc 2. Navigate to Policy Path: Computer Configuration\Administrative Templates\Google\Google Chrome\ Policy Name: Enable deleting browser and download history Policy State: Disabled Policy Value: N/A,CCI-000169,"DPMS Target Google Chrome Current Windows | DISA | DPMS Target | Google Chrome Current Windows | 4081; Documentable: false; FalseNegatives:; FalsePositives:; Mitigations:; SeverityOverrideGuidance:; VulnDiscussion: Disabling this function will prevent users from deleting their browsing history, which could be used to identify malicious websites and files that could later be used for anti-virus and Intrusion Detection System (IDS) signatures. Furthermore, preventing users from deleting browsing history could be used to identify abusive web surfing on government systems.",IAM; Windows; GPO; Registry; Defender/AV; Browser Security,SV-221586r960879_rule
V-221587,SV-221587r960879_rule,V-221587,DTBC-0053,Prompt for download location must be enabled.,medium,"Universal method: 1. In the omnibox (address bar) type chrome:// policy 2. If ""PromptForDownloadLocation"" is not displayed under the ""Policy Name"" column or it is not set to ""true"" under the ""Policy Value"" column, then this is a finding. Windows method: 1. Start regedit 2. Navigate to HKLM\Software\Policies\Google\Chrome\ 3. If the ""PromptForDownloadLocation"" value name does not exist or its value data is not set to ""1"", this is a finding.",Windows group policy: 1. Open the group policy editor tool with gpedit.msc 2. Navigate to Policy Path: Computer Configuration\Administrative Templates\Google\Google Chrome\ Policy Name: Ask where to save each file before downloading Policy State: Enabled Policy Value: N/A,CCI-000169,"DPMS Target Google Chrome Current Windows | DISA | DPMS Target | Google Chrome Current Windows | 4081; Documentable: false; FalseNegatives:; FalsePositives:; Mitigations:; SeverityOverrideGuidance:; VulnDiscussion: If the policy is enabled, the user will be asked where to save each file before downloading. If the policy is disabled, downloads will start immediately, and the user will not be asked where to save the file. If the policy is not configured, the user will be able to change this setting.",IAM; Windows; GPO; Registry; Browser Security,SV-221587r960879_rule
V-221588,SV-221588r1106670_rule,V-221588,DTBC-0055,Download restrictions must be configured.,medium,"If the system is on the SIPRNet, this requirement is Not Applicable. Universal method: 1. In the omnibox (address bar) type ""chrome:// policy"". 2. If ""DownloadRestrictions"" is not displayed under the ""Policy Name"" column or it is set to ""0"", this is a finding. Windows method: 1. Start ""regedit"". 2. Navigate to ""HKLM\Software\Policies\Google\Chrome\"". 3. If the ""DownloadRestrictions"" value name does not exist or its value data is set to ""0"", this is a finding.","If the system is on the SIPRNet, this requirement is Not Applicable. Windows group policy: 1. Open the group policy editor tool with gpedit.msc. 2. Navigate to Policy Path: Computer Configuration\Administrative Templates\Google\Google Chrome\ Policy Name: Allow download restrictions Policy State: 1, 2, or 4 Policy Value: N/A",CCI-000169,"DPMS Target Google Chrome Current Windows | DISA | DPMS Target | Google Chrome Current Windows | 4081; Documentable: false; FalseNegatives:; FalsePositives:; Mitigations:; SeverityOverrideGuidance:; VulnDiscussion: Setting the policy means users cannot bypass download security decisions. There are many types of download warnings within Chrome, which roughly break down into these categories: - Malicious, as flagged by the Safe Browsing server. - Uncommon or unwanted, as flagged by the Safe Browsing server. - A dangerous file type (e.g., all SWF downloads and many EXE downloads). Setting the policy blocks different subsets of these, depending on its value: 0 = No special restrictions. Default. 1 = Block malicious downloads and dangerous file types. 2 = Block malicious downloads, uncommon or unwanted downloads, and dangerous file types. 3 = Block all downloads. 4 = Block malicious downloads. Recommended.",IAM; Endpoint Security; Windows; GPO; Registry; Browser Security,SV-221588r1106670_rule
V-221590,SV-221590r961083_rule,V-221590,DTBC-0057,Safe Browsing Extended Reporting must be disabled.,medium,"Universal method: 1. In the omnibox (address bar) type chrome://policy 2. If ""SafeBrowsingExtendedReportingEnabled"" is not displayed under the ""Policy Name"" column or it is not set to ""False"", this is a finding. Windows method: 1. Start regedit 2. Navigate to HKLM\Software\Policies\Google\Chrome\ 3. If the ""SafeBrowsingExtendedReportingEnabled"" value name does not exist or its value data is not set to ""0"", this is a finding.",Windows group policy: 1. Open the “group policy editor” tool with gpedit.msc 2. Navigate to Policy Path: Computer Configuration\Administrative Templates\Google\Google Chrome\Safe Browsing settings\ Policy Name: Enable Safe Browsing Extended Reporting Policy State: Disabled Policy Value: N/A,CCI-001166,"DPMS Target Google Chrome Current Windows | DISA | DPMS Target | Google Chrome Current Windows | 4081; Documentable: false; FalseNegatives:; FalsePositives:; Mitigations:; SeverityOverrideGuidance:; VulnDiscussion: Enables Google Chrome's Safe Browsing Extended Reporting and prevents users from changing this setting. Extended Reporting sends some system information and page content to Google servers to help detect dangerous apps and sites. If the setting is set to ""True"", then reports will be created and sent whenever necessary (such as when a security interstitial is shown). If the setting is set to ""False"", reports will never be sent. If this policy is set to ""True"" or ""False"", the user will not be able to modify the setting. If this policy is left unset, the user will be able to change the setting and decide whether to send reports or not.",IAM; Windows; GPO; Registry; Browser Security,SV-221590r961083_rule
V-221591,SV-221591r960963_rule,V-221591,DTBC-0058,WebUSB must be disabled.,medium,"Universal method: 1. In the omnibox (address bar) type chrome://policy 2. If ""DefaultWebUsbGuardSetting"" is not displayed under the ""Policy Name"" column or it is not set to ""2"", this is a finding. Windows method: 1. Start regedit 2. Navigate to HKLM\Software\Policies\Google\Chrome\ 3. If the ""DefaultWebUsbGuardSetting"" value name does not exist or its value data is not set to ""2"", this is a finding.",Windows group policy: 1. Open the “group policy editor” tool with gpedit.msc 2. Navigate to Policy Path: Computer Configuration\Administrative Templates\Google\Google Chrome\Content Settings Policy Name: Control use of the WebUSB API Policy State: Enabled Policy Value: 2,CCI-000381,"DPMS Target Google Chrome Current Windows | DISA | DPMS Target | Google Chrome Current Windows | 4081; Documentable: false; FalseNegatives:; FalsePositives:; Mitigations:; SeverityOverrideGuidance:; VulnDiscussion: Allows you to set whether websites are allowed to get access to connected USB devices. Access can be completely blocked, or the user can be asked every time a website wants to get access to connected USB devices. If this policy is left not set, ”3” will be used, and the user will be able to change it. 2 = Do not allow any site to request access to USB devices via the WebUSB API 3 = Allow sites to ask the user to grant access to a connected USB device",IAM; Windows; GPO; Registry; Browser Security,SV-221591r960963_rule
V-221594,SV-221594r960963_rule,V-221594,DTBC-0063,Google Cast must be disabled.,medium,"Universal method: 1. In the omnibox (address bar) type chrome://policy 2. If ""EnableMediaRouter"" is not displayed under the ""Policy Name"" column or it is not set to ""False"", this is a finding. Windows method: 1. Start regedit 2. Navigate to HKLM\Software\Policies\Google\Chrome\ 3. If the ""EnableMediaRouter"" value name does not exist or its value data is not set to ""0"", this is a finding.",Windows group policy: 1. Open the “group policy editor” tool with gpedit.msc 2. Navigate to Policy Path: Computer Configuration\Administrative Templates\Google\Google Chrome\Google Cast Policy Name: Enable Google Cast Policy State: Disabled Policy Value: N/A,CCI-000381,"DPMS Target Google Chrome Current Windows | DISA | DPMS Target | Google Chrome Current Windows | 4081; Documentable: false; FalseNegatives:; FalsePositives:; Mitigations:; SeverityOverrideGuidance:; VulnDiscussion: If this policy is set to ”True” or is not set, Google Cast will be enabled, and users will be able to launch it from the app menu, page context menus, media controls on Cast-enabled websites, and (if shown) the “Cast toolbar” icon. If this policy set to ”False”, Google Cast will be disabled.",IAM; Windows; GPO; Registry; Browser Security,SV-221594r960963_rule
V-221595,SV-221595r960963_rule,V-221595,DTBC-0064,Autoplay must be disabled.,medium,"Universal method: 1. In the omnibox (address bar) type chrome://policy 2. If ""AutoplayAllowed"" is not displayed under the ""Policy Name"" column or it is not set to ""False"", this is a finding. Windows method: 1. Start regedit 2. Navigate to HKLM\Software\Policies\Google\Chrome\ 3. If the ""AutoplayAllowed"" value name does not exist or its value data is not set to ""0"", this is a finding.",Windows group policy: 1. Open the “group policy editor” tool with gpedit.msc 2. Navigate to Policy Path: Computer Configuration\Administrative Templates\Google\Google Chrome\ Policy Name: Allow media autoplay Policy State: Disabled Policy Value: N/A,CCI-000381,"DPMS Target Google Chrome Current Windows | DISA | DPMS Target | Google Chrome Current Windows | 4081; Documentable: false; FalseNegatives:; FalsePositives:; Mitigations:; SeverityOverrideGuidance:; VulnDiscussion: This allows a user to control if videos can play automatically with audio content (without user consent) in Google Chrome. If the policy is set to ""True"", Google Chrome is allowed to autoplay media. If the policy is set to ""False"", Google Chrome is not allowed to autoplay media. The ""AutoplayAllowlist"" policy can be used to override this for certain URL patterns. By default, Google Chrome is not allowed to autoplay media. The ""AutoplayAllowlist"" policy can be used to override this for certain URL patterns.",IAM; Windows; GPO; Registry; Browser Security,SV-221595r960963_rule
V-221596,SV-221596r961092_rule,V-221596,DTBC-0065,URLs must be allowlisted for Autoplay use.,medium,"Universal method: 1. In the omnibox (address bar), type chrome://policy. 2. If “AutoplayAllowlist” under the “Policy Name” column may be set to a list of administrator-approved URLs under the “Policy Value” column. This requirement is optional. Windows method: 1. Start regedit. 2. Navigate to HKLM\Software\Policies\Google\Chrome\ 3. If the “AutoplayAllowlist” key may contain a list of administrator-approved URLs. This requirement is optional.",Windows group policy: 1. Open the “group policy editor” tool with gpedit.msc. 2. Navigate to Policy Path: Computer Configuration\Administrative Templates\Google\Google Chrome - Policy Name: Allow media autoplay on a allowlist of URL patterns. - Policy State: Enabled - Policy Value 1: [*.]mil - Policy Value 2: [*.]gov Note: Policy values are examples.,CCI-001170,"DPMS Target Google Chrome Current Windows | DISA | DPMS Target | Google Chrome Current Windows | 4081; Documentable: false; FalseNegatives:; FalsePositives:; Mitigations:; SeverityOverrideGuidance:; VulnDiscussion: Controls the allowlist of URL patterns that autoplay will always be enabled on. If the ""AutoplayAllowed"" policy is set to ""True"" then this policy will have no effect. If the ""AutoplayAllowed"" policy is set to ""False"", then any URL patterns set in this policy will still be allowed to play.",IAM; Windows; GPO; Registry; Browser Security,SV-221596r961092_rule
V-221597,SV-221597r961083_rule,V-221597,DTBC-0066,Anonymized data collection must be disabled.,medium,"Universal method: 1. In the omnibox (address bar) type chrome://policy 2. If ""UrlKeyedAnonymizedDataCollectionEnabled"" is not displayed under the “Policy Name” column or it is not set to ""0"" under the “Policy Value” column, this is a finding. Windows method: 1. Start regedit 2. Navigate to HKLM\Software\Policies\Google\Chrome\ 3. If the “UrlKeyedAnonymizedDataCollectionEnabled"" value name does not exist or its value data is not set to ""0,"" this is a finding.",Windows group policy: 1. Open the group policy editor tool with gpedit.msc 2. Navigate to Policy Path: Computer Configuration\Administrative Templates\Google\Google Chrome\ Policy Name: Enable URL-keyed anonymized data collection Policy State: Disabled Policy Value: NA,CCI-001166,"DPMS Target Google Chrome Current Windows | DISA | DPMS Target | Google Chrome Current Windows | 4081; Documentable: false; FalseNegatives:; FalsePositives:; Mitigations:; SeverityOverrideGuidance:; VulnDiscussion: Enable URL-keyed anonymized data collection in Google Chrome and prevent users from changing this setting. URL-keyed anonymized data collection sends URLs of pages the user visits to Google to make searches and browsing better. If you enable this policy, URL-keyed anonymized data collection is always active. If you disable this policy, URL-keyed anonymized data collection is never active. If this policy is left not set, URL-keyed anonymized data collection will be enabled but the user will be able to change it.",IAM; Windows; GPO; Registry; Browser Security,SV-221597r961083_rule
